CourseID,Subject,Number,Name,Description,Credit Hours,Degree Attributes
UP401,UP,401,Undergraduate Capstone Seminar,"Seminar for peer discussion about the capstone experience and required capstone experience presentation. Students will attend lectures and workshops about career opportunities, resume writing, interviewing, and networking. Meets on a monthly basis. 1 undergraduate hour. No graduate credit. Approved for S/U grading only. May be repeated in separate terms up to 2 hours. Prerequisite: Senior standing.",1 hours.,
UP418,UP,418,GIS for Planners,"Detailed introduction to the design and use of computerized geographic information systems, focusing on their significance for planning. Emphasizes GIS within an institutional setting, covering not only fundamental technical concepts, but also organizational, management, and legal issues. Students will be introduced to GIS applications and products through readings, videos, demonstrations, and exercises. Computer laboratory work is included. 4 undergraduate hours. 4 graduate hours. Prerequisite: Upper division undergaraduate or graduate standing.",4 hours.,
UP420,UP,420,Plng for Historic Preservation,"Historic preservation in the context of urban planning, including legal issues and ordinances, economic incentives, comprehensive plans and preservation plans, public participation, media relations, and more. Students will conduct a building survey including research and architectural descriptions for an on-going project in Urbana. Tours of local preservation projects. 4 undergraduate hours. 4 graduate hours. Prerequisite: At least junior standing.",4 hours.,
UP423,UP,423,Community Development in the Global South,"Introduces students to the main theoretical frameworks and conceptual building blocks of urban and community development in the Global South. It helps students to develop critical grassroots focused understanding of the approaches to development planning, the notion of community participation and empowerment, and the role of various actors including the non-government organizations and the community-based groups. 4 undergraduate hours. 4 graduate hours.",4 hours.,
UP430,UP,430,Urban Transportation Planning,Role of transportation in urban development and planning; characteristics of urban-person transportation systems and methods of analysis and forecasting of urban-person transportation demand; transportation systems management and capital improvement programming; and emphasis on the needs and activities of metropolitan planning organizations. Same as CEE 417. 4 undergraduate hours. 4 graduate hours.,4 hours.,
UP434,UP,434,Pedestrian and Bicycle Planning,"This course introduces the fundamentals of planning for pedestrian and bicycle transportation. Students will learn about the benefits and challenges of planning for walking and cycling; the roles of plans, policies, and infrastructure in supporting active travel; key elements of infrastructure design; methods to assess safety and access; and processes to create, implement, and evaluate plans and programs. Activities will include interactive discussions, hands-on exercises such as safety audits and site analyses, and a client-based project addressing real-world community needs. 3 undergraduate hours. 3 graduate hours. Credit will not be given for UP 434 if credit was given for UP 494-LB in Fall 2018.",3 hours.,
UP447,UP,447,Land Use Planning Workshop,"Small group field work applying principles and techniques to specific land use problems in selected jurisdictions. 4 undergraduate hours. 4 graduate hours. Prerequisite: UP 211, senior or graduate standing, or consent of instructor.",4 hours.,
UP460,UP,460,Transportation/Land Use Policy,Provides an integrated perspective and analytical framework for understanding urban transportation and land use policies. Emphasizes the interplay between the built environment and transportation by focusing on: fundamental travel demand theories; performance measures of urban transportation systems; impacts of transportation on land use and urban form; impacts of land use and urban form on travel patterns; congestion pricing; public transportation and active transportation; and transit oriented development (TOD). 4 undergraduate hours. 4 graduate hours.,4 hours.,
UP473,UP,473,Housing &amp; Urban Policy,"The role of housing in American social policy planning: the history of public and private intervention in housing, regulation of supply and demand within housing markets and market imperfections; analysis of public policies for housing as they affect special populations (for example, the poor, the elderly, the disabled, homeless, and minorities). 4 undergraduate hours. 4 graduate hours.",4 hours.,
UP478,UP,478,Community Development Workshop,"Application of community development principles and techniques to the solution of environmental, economic and social problems facing low income urban communities. Involves small group projects and off-campus field work in collaboration with community leaders. 4 undergraduate hours. 4 graduate hours. Prerequisite: UP 260, senior or graduate standing, or consent of instructor.",4 hours.,
UP479,UP,479,Community Engagement in Planning,"Students will explore in theory, policy and practice community engagement through a case study, and observe actual planning and decision-making processes at different scales and contexts. Students will learn different tools and strategies that bring people together, particularly in low-income neighborhoods and culturally diverse metropolitan regions. Collectively, students will design a participatory process. Throughout the semester, students will make field trips to stakeholder communities and planning agencies, and grapple with the myriad challenges and dilemmas faced by nonprofit advocates, community activists, and equity-oriented public planners. 3 undergraduate hours. 4 graduate hours. Credit is not given for UP 479 if credit has already been received for UP 494-LT.",3 OR 4 hours.,
UP481,UP,481,Urban Communities &amp; Public Pol,Same as AFRO 481 and SOC 472. See AFRO 481.,3 OR 4 hours.,
UP494,UP,494,Special Topics in Planning,"Seminar on topics of current interest, as announced in the Schedule. 1 to 6 undergraduate hours. 1 to 6 graduate hours. May be repeated to a maximum of 16 hours.",1 TO 6 hours.,
UP501,UP,501,Planning History and Theory,"Offers students a survey of classic and contemporary theories of planning. Students will gain a deeper appreciation for the profession's roots as well as be introduced to some of ""the theoretical tools"" used to analyze planning. An important aspect of the course is intellectual dialogue through critical reading, informed discussion and writing assignments. Prerequisite: Graduate standing in Urban Planning or consent of instructor.",4 hours.,
UP503,UP,503,Physical Planning,Provides grounding in the issues and principles underlying physical planning; lecture and discussion sessions are complemented by project work that applies principles and methods. Prerequisite: Graduate standing in Urban Planning or consent of instructor.,4 hours.,
UP504,UP,504,Urban History and Theory,"Historical and international comparison of the origins and evolution of cities, the process of urbanization, and the human endeavor to effect urban growth and change. Includes history of urban physical form and of planning efforts, emphasizing planning origins in the nineteenth century and transnational influences. Includes equity issues of urban spatial arrangement, including racial segregation and housing market differentiation. Covers elements of urban physical form, including grid and organic structure, commercial city forms, the urban skyline, and urban sprawl. Prerequisite: Graduate standing in Urban Planning or consent of instructor.",4 hours.,
UP509,UP,509,Economics for Planners,"Exploration of how economics can contribute to understanding and solving urban problems. Application of economic analysis and reasoning to the important issues that planners confront, including zoning, land use, housing investment, and transportation. Focuses also on skills to use economic methods effectively.",4 hours.,
UP513,UP,513,Urban Skills &amp; Applications II: Chicago Practicum,"Application of skills and concepts learned in UP 512. Students undertake a field project in close collaboration with a faculty advisor. Students work in teams on the selected project, and weekly meetings explore urban issues and fieldwork challenges. 4 graduate hours. No professional credit. Prerequisite: UP 512. For graduate students in the Sustainable Urban Management degree program.",4 hours.,
UP519,UP,519,Advanced Applications of GIS,"Advanced course in geographic information systems emphasizing application of GIS to problems involving spatial analysis. Building upon fundamental concepts, students learn to use GIS software frequently found in planning practice. Also prepares students to use GIS in research requiring management and analysis of geographic data. Extensive use of computing workstations. Prerequisite: UP 418 or consent of instructor.",4 hours.,
UP533,UP,533,Community In American Society,Same as HDFS 533 and SOC 572. See HDFS 533.,4 hours.,
UP545,UP,545,Economic Development Policy,"Explores and evaluates urban and regional economic development policy in the U.S. Taking the twin lenses of cities and urbanized regions, it asks why the public sector engages in economic development; how the goals of economic development are defined; and how different policies attempt to steer economic activity and jobs to particular places. The course pays special attention to the question of equity, asking who will benefit from different policies.",4 hours.,
UP590,UP,590,Professional Internship,"Summer, part-time, or other professional-level employment in the field of planning, usually in an area of concentration; exposure to the social, political, and institutional setting in which planning operates; and full documentation of internship activities required. Approved for S/U grading only. Prerequisite: Consent of instructor.",0 hours.,
UP591,UP,591,Capstone Seminar,"Provides general capstone advising to MUP students. Seminar is used for peer discussion and feedback about work in progress, as well as to organize for the capstone poster session held each spring semester. Meets on a monthly basis. Approved for S/U grading only. May be repeated in separate terms.",0 hours.,
UP592,UP,592,Doctoral Urban Planning Seminar,"The Doctoral Students in Urban Planning (DSUP) seminar is an invaluable platform of intellectual development for PhD students in the Department of Urban & Regional Planning (DURP) and an effective medium in building a community of scholars. The seminars facilitate exchange of ideas and perspectives among DSUP members as well as the faculty. It serves as a support system for all members of DSUP, who are at different stages in their research and doctoral studies, and provides a shared space for students to present their research and to solicit critical, yet constructive, peer reviews and advice. 0 graduate hours. No professional credit. Approved for S/U grading only. Prerequisite: For PhD students in Regional Planning only.",0 hours.,
UP597,UP,597,Urban Planning Research,"Individual research work under the supervision of an appropriate member of the faculty. Approved for S/U grading only. May be repeated to a maximum of 8 hours. May be used by doctoral students for the research paper requirement. Prerequisite: Graduate Standing in Urban and Regional Planning, consent of instructor, and consent of the Department.",1 TO 4 hours.,
UP598,UP,598,Master's Project,"Major independent or small group project applying planning principles and methods to a current problem in urban and regional planning resulting in a final professional product. Approved for S/U grading only. Prerequisite: Graduate standing in Urban and Regional Planning, consent of instructor, and consent of the Department.",4 OR 8 hours.,
UP599,UP,599,Thesis Research,"Approved for S/U grading only. May be repeated to a maximum of 8 hours for Master's students. May be repeated to a maximum of 16 hours for PhD students. Prerequisite: Graduate standing in Urban and Regional Planning, consent of instructor, and consent of the Department.",0 TO 16 hours.,
VCM501,VCM,501,Zoological Medicine Seminar,"Discussion of selected topics and literature pertaining to zoological, wildlife and aquatic animal medicine and presentation of a formal seminar. May be repeated to a maximum of 6 hours. Prerequisite: Post DVM and enrolled in the Zoological and Aquatic Animal Residency Program.",2 hours.,
VCM503,VCM,503,Current Lit in Equine Med Surg,"This course will use current primary literature in the fields of equine medicine and surgery as a gateway to discussion. Current literature will be reviewed, critiqued, and discussed in the context of current equine clinical practice. Students are expected to be graduate veterinarians with a thorough understanding of equine medical and surgical concepts before enrolling in the course. May be repeated to a maximum of 6 hours. Prerequisite: Graduate Veterinarian or consent of instructor.",1 hours.,
VCM506,VCM,506,Topics in Pathophysiology,"Current basic and advanced concepts in hemostasis (primary hemostasis, secondary hemostasis, fibrinolysis, normal and abnormal endothelium, natural anticoagulants, anticoagulant drugs and their mechanisms of action) and respiratory physiology and pathophysiology (including acid base and strong ion difference). Prerequisite: DVM degree.",1 hours.,
VCM522,VCM,522,Adv Comp Theriogenology,Advanced study on the principles and practice of theriogenology in domestic and non-domestic animals. May be repeated to a maximum of 6 hours. Prerequisite: Graduate Veterniarian and consent of instructor.,1 hours.,
VCM528,VCM,528,Comparative Veterinary Physiology,This graduate level physiology course covers advanced physiology of all the major organ systems. Enrolled graduate students are assumed to have a knowledge of basic physiology (such as what is obtained during veterinary school). This advanced graduate level course emphasizes the requirements for normal physiology by discussion of pathologies affecting the organ systems. The overall aim is to increase the clinician-scientist-graduate student's merging of physiology into their day to day practice on the clinic floor and research endeavors. 3 graduate hours. 3 professional hours. Prerequisite: Graduate Veterinarian or consent of instructor.,3 hours.,
VCM535,VCM,535,Small Animal Internal Medicine Book Club,"The purpose of this course is to read and review the information in the Textbook of Veterinary Internal Medicine in preparation for the ACVIM General and Specialty Exams. At each class meeting, we will discuss the material in the assigned chapters. At the last meeting, a practice examination will be given. 1 graduate hour. No professional credit. May be repeated in separate semesters up to 6 hours if topics vary. Prerequisite: Restricted to residents in veterinary internal medicine.",1 hours.,
VCM536,VCM,536,ECC Journal Topics,This is a weekly course aimed at evaluating journals specific to the requirements of the American College of Veterinary Emergency and Critical Care. Seminars of selected articles will be presented to the group every week. 1 graduate hour. Approved for S/U grading only.,1 hours.,
VCM542,VCM,542,Ocular Pathology,Same as PATH 542. See PATH 542.,1 hours.,
VCM560,VCM,560,Infectious Disease in Livestock Systems,"This is an 8-week graduate level course that covers the components and determinants of a healthy livestock system. The course will allow students to understand the interaction between animals (hosts), microorganisms (infectious disease) and the environment. The instructors assume that enrolled students have a foundational knowledge of pathogens and livestock system design and operations. 3 graduate hours. No professional credit. Prerequisite: DVM or equivalent. Restricted to graduate students only.",3 hours.,
VCM561,VCM,561,Biosecurity in Livestock Systems,This is an 8-week graduate level course that covers the principles of biosecurity. The course will allow students to design a comprehensive protocol for a given site. This course emphasizes how to optimize interventions in swine production systems to minimize the economic impact of infectious disease. The instructors assume that enrolled students have foundational knowledge of pathogens and swine system design and operations. 4 graduate hours. No professional credit. Prerequisite: DVM or equivalent. Restricted to graduate students only.,4 hours.,
VCM577,VCM,577,Advanced Large Animal Medicine,A seminar series devoted to intense study of pathophysiologic and current therapeutic aspects of selected topics in large animal internal medicine. May be repeated to a maximum of 6 hours. Prerequisite: Graduate Veterinarian or consent of instructor.,1 hours.,
VCM584,VCM,584,Current Concepts Comp Surgery,"Advanced study of topics concerning the pathophysiology, diagnosis, and current therapy of diseases which are treated with surgical procedures. May be repeated to a maximum of 4 hours. Prerequisite: Graduate Veterinarian or consent of instructor.",1 hours.,
VCM585,VCM,585,Current Lit Sm Anim Medicine,Participants will discuss and analyze current veterinary journal articles which pertain to small animal internal medicine. May be repeated to a maximum of 6 hours. Prerequisite: Graduate Veterinarian.,1 hours.,
VCM588,VCM,588,Advances in Vet Dermatology,"A series of lectures, seminars and discussions devoted to the intense study of pathophysiologic aspects of the integument and related systems including: structure and functions, endocrinology, immunology, microbiology, virology, parasitology, pharmacology, oncology, and miscellaneous disorders. Students enrolling for graduate credit will also participate in weekly critiques of current literature. May be repeated to a maximum of 8 hours; duplicate registration is permitted up to 4 hours. Prerequisite: Graduate Veterniarian and consent of instructor.",1 OR 2 hours.,
VCM590,VCM,590,Seminar,Required of all graduate students whose major is Veterinary Clinical Medicine. Approved for S/U grading. May be repeated.,0 TO 1 hours.,
VCM592,VCM,592,Special Problems,Basic and applied study including orientation and research on pertinent initial and continuing problems in the student's area of interest. May be repeated. Prerequisite: Consent of instructor.,1 TO 4 hours.,
VCM593,VCM,593,Adv Topics Vet Clin Med,"Instruction in advanced diagnosis, therapeutic modalities, and research methodologies in the areas of small animal internal medicine, small animal surgery, equine and food animal medicine and surgery, ophthalmology, theriogenology, radiology, and clinical pharmacology. May be repeated to a maximum of 8 hours. Prerequisite: Graduate Veterinarian and consent of instructor.",1 TO 4 hours.,
VCM598,VCM,598,Manuscript Research,"Independent research to fulfill requirement for non-thesis alternative in Master of Science Program. Credit is not given for both VCM 598 and VCM 599. (Summer Session, 1 to 2 hours.) Prerequisite: Must be enrolled in the departmental graduate program.",0 TO 12 hours.,
VCM599,VCM,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 12 hours.,
VCM635,VCM,635,Advanced Soft Tissue Surgery,"Seven-week course during the second half of the Fall semester focusing on the theory and practice of small animal soft tissue surgery. This course covers many of the soft tissue surgical procedures which new veterinary graduates are expected to competently perform. Procedures to be covered include bandaging and wound management, drain placement, declaw, dewclaw removal, tendonectomy, aural hematoma repair, pinna repairs, biopsies, surgery of the integument, gastrointestinal surgery, limb amputations and mastectomy. Approved for S/U grading only. Prerequisites: VM 605, VM 606, VM 607 and VM 608.",1 hours.,
VCM636,VCM,636,Advanced Clinical Pathology,"A case-based approach to clinical pathology. Students are required to critically evaluate clinical case data, turn in a written description of the case and be a discussion leader for at least one class period. Students will be provided with basic history and signalment of cases and with laboratory data including CBC, clinical chemistry, urinalysis and occasionally additional data. Focuses on the dog and cat, however horse and food animal cases will be presented. No graduate credit. 2 professional hours. Approved for S/U grading only. Prerequisite: Successful completion of VM 608 or permission of instructor. Third year veterinary students only.",2 hours.,
VCM643,VCM,643,Equine Emergency Medicine,"Familiarizes the veterinary student with the basic and advanced principles of emergency care for adult horses. Topics include gastrointestinal, musculoskeletal, respiratory, central nervous system, ophthalmic, and urogenital emergency problems of the horse. Particular attention will be paid to gastrointestinal disease of the horse that present as an emergency, such as colic, enteritis, and typhlocolitis. 1 graduate hour. 1 professional hour. Approved for letter and S/U grading. Prerequisite: VM 606.",1 hours.,
VCM646,VCM,646,Lab Animal Science I,"Addresses fundamental issues in Laboratory Animal Sciences including history, regulatory aspects, ethical considerations, and basic biology and husbandry of common laboratory animal species. 1 graduate hour. 1 professional hour. Approved for letter and S/U grading. Prerequisite: Second or third-year standing in the veterinary medicine curriculum, registration in the graduate college, or consent of instructor.",1 hours.,
VCM648,VCM,648,One Medicine: One Health,"Explores the interrelatedness of human, animal and environmental health with a focus on new and emerging diseases. Through a combination of lecture, class discussion and small group projects, students will learn about how human, animal and ecosystem health are all affected by many of the same factors and how the health of one affects the health of the others. Public policy affecting community health will be discussed and new policy initiatives will be developed by students. Approved for letter and S/U grading.",3 hours.,
VCM649,VCM,649,Avian Medicine and Surgery,"Avian species represent a significant segment of the companion animal population. Their anatomy, physiology, and behavior are substantially different from traditional species. Intended to provide students with the knowledge and skills required a practice clinical avian medicine and surgery. Diagnostic and therapeutic principles, as well as diseases of companion avian species are included. 2 graduate hours. 2 professional hours. Approved for letter and S/U grading.",2 hours.,
VCM656,VCM,656,Lab Animal Science II,"Continuation of VCM 646. Additional topics include laboratory animal diseases, biohazard control, gnotobiology and animal models of human disease. 1 graduate hour. 1 professional hour. Approved for letter and S/U grading. Prerequisite: VCM 646 or equivalent, or consent of instructor.",1 hours.,
VCM657,VCM,657,Shelter Medicine II,"Series of lectures/discussions focusing on the history of the humane movement and animal control in the United States and abroad, legal issues for animal control/welfare, the association of domestic violence, animal abuse, and animal fighting, shelter animal medicine and operation, infectious disease management in the shelter setting, population control/epidemiology, feral animal issues, and animal behavior. The ""laboratory"" portion entails a optional field trip or out rotations with The Anti-Cruelty Society in Chicago, the Champaign/Urbana Humane Society, and CCHS. Approved for S/U grading only. Prerequisite: VCM 626.",1 hours.,
VCM660,VCM,660,Advanced Equine Anatomy,"Designed to provide an in-depth assessment of the unique anatomical characteristics of the horse with focused attention to clinically important aspects of equine anatomy. The material will cover the anatomy of the head, larynx and pharynx, gastrointestinal anatomy and function, and musculoskeletal anatomy in particular detail, relating equine anatomy to the diagnostic and surgical approaches used in the management of diseases involving these body systems. Prerequisite: VM 604.",1 hours.,
VCM672,VCM,672,Food Supply Disease Prevention,This course is designed to familiarize the student with the basic principles of food supply disease control. The first half of the course is designed to enhance the student's ability to detect disease with observation of necropsy lesions at the gross level. The second half of the course will cover immunizations and the judicious use of antimicrobials. 1 graduate hour. 1 professional hour. Prerequisites: VCM 690 or permission of the instructor if a graduate student or house officer.,1 hours.,
VCM681,VCM,681,Advanced Equine Internal Medicine,"Advanced instruction in case management, laboratory data interpretation, decision-making regarding therapeutics, and advanced diagnostic techniques. No graduate credit. 1 professional hour. Approved for Letter and S/U grading. none Prerequisite: Consent of instructor. Available to VM3 students only.",1 hours.,
VCM682,VCM,682,Wildlife Medicine,"An 8-week elective course for veterinary students offered in their second or third year of the veterinary curriculum. Participation in weekly rounds and team meetings, for the purpose of independent study and training, is required. Students will be required to maintain a personal clinic journal describing case work, training, and self-assessment. Team leaders should include any training that they conduct for their teams. The journals will be reviewed at the end of the semester by the course instructors. Available to VM2 students during the first and second 8-week terms of the spring term. Available to VM3 students during the first and second 8-week terms of the fall term. May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 4 hours. Prerequisite:  Enrolled students must be an active member assigned to a treatment team in the Wildlife Medical Clinic.",1 hours.,
VCM686,VCM,686,ZooMed: What is Your Diagnosis,"A series of interactive, non-domestic animal cases will be discusses during each meeting. Expands a veterinary student's confidence and diagnostic skill when working with these species. Approved for S/U grading only. May be repeated in separate terms to a maximum of 2 hours.",1 hours.,
VCM692,VCM,692,Special Problems,"Individual research on a special problem chosen in consultation with the instructor and department head. 1 to 3 graduate hours. 1 to 3 professional hours. Approved for letter and S/U grading. May be repeated to a maximum of 6 hours. Prerequisite: Enrollment in veterinary medicine curriculum with grade point average of 3.0 or above, or consent of instructor.",1 TO 3 hours.,
VCM695,VCM,695,Food Supply Decision Making,This course is designed to enhance veterinary student knowledge of case management and allow them to utilize case information to make decisions. The course will be laboratory and problem based with the opportunity to use antemortem and postmortem samples of animals with disease to evaluate therapeutic and management outcomes. 1 professional hour. Approved for S/U grading only.  Prerequisite: VCM 688.,1 hours.,
VM601,VM,601,Clinical Practice I,"Teaches clinical skills, practices, and procedures used in the Veterinary Teaching Hospital and the Veterinary Diagnostic Laboratory and provides hands-on exposure to the methodologies used to diagnose, treat, and prevent disease in animals. No graduate credit. 4 professional hours. Approved for S/U grading only.",4 hours.,
VM602,VM,602,Structure and Function I,"Teaches gross anatomy of the limbs of the dog, cat, horse, and ox; histology of basic tissues, and endocrines, immune, integumentary, and musculoskeletal systems; early development; cell physiology and endocrinology; neurobiology of excitable tissues including brain, nerves, and muscles; and clinical correlations between these subjects and the clinical experiences of VM 601. No graduate credit. 9.5 professional hours.",9.5 hours.,
VM605,VM,605,Pathobiology I,"Teaches principles of pharmacology; general pathology; immunology; medical genetics; and mechanistic toxicology. No graduate credit. 9.5 professional hours. Prerequisite: VM 604 and good standing in the veterinary professional curriculum, or consent of instructor.",9.5 hours.,
VM607,VM,607,Pathobiology II,"Infectious disease concepts in parasitology, protozoology, bacteriology, mycology, and virology; and introduces basic antimicrobial pharmacology.  No graduate credit. 10 professional hours. Prerequisite: VM 605, VM 606, and good standing in the veterinary professional curriculum; or consent of instructor.",10 hours.,
VM609,VM,609,Medicine and Surgery I,"Teaches the practice of medicine and surgery of anesthesiology, cardiology, reproduction, neonatology, and respiratory diseases. Surgery and Theriogenology laboratories occur throughout this course. No graduate credit. 10.5 professional hours. Prerequisite: VM 608 and good-standing in the veterinary professional curriculum, or consent of instructor. Restricted to Veterinary Medicine DVM students.",10.5 hours.,
VM610,VM,610,Medicine and Surgery II,"Teaches and practice of medicine and surgery of dermatology, endocrinology, gastroenterology, and urology. Surgery and Theriogenology laboratories continue throughout this course. No graduate credit. 10.5 professional hours. Prerequisite: VM 609 and good-standing in the veterinary professional curriculum, or consent of instructor.",10.5 hours.,
VM614,VM,614,Clinical Practice V,"Teaches clinical skills, practices, and procedures used in the Veterinary Teaching Hospital and the Veterinary Diagnostic Laboratory and provides hands-on experience in the methodologies used to diagnose, treat, and prevent disease in animals. No graduate credit. 8 professional hours. Approved for S/U grading only. Prerequisite: VM 611.",8 hours.,
VM615,VM,615,Clinical Practice VI,"Teaches clinical skills, practices, and procedures used in the Veterinary Teaching Hospital and the Veterinary Diagnostic Laboratory and provides hands-on experience in the methodologies used to diagnose, treat, and prevent disease in animals. No graduate credit. 8 professional hours. Approved for S/U grading only. Prerequisite: VM 611.",8 hours.,
VM622,VM,622,Research Project I,"In this lecture/discussion course, students will work in groups, each led by a faculty mentor. Each group will develop a research question, design experiments to answer the question, and write a project proposal. No graduate credit. 2 professional hours. Approved for S/U grading only. Prerequisite: Good standing in the veterinary curriculum.",2 hours.,
VM626,VM,626,The Basics of Business,"Business principles related to managing a veterinary practice including economics, negotiations, finance, communication and interpersonal skills, accounting, and management. 1 graduate hour. 1 professional hour. Prerequisite: Third year standing in the veterinary curriculum or consent of instructor.",1 hours.,
VM635,VM,635,Veterinary Medical Spanish,"In this course second year veterinary students will learn basic veterinary Spanish terminology to enable them to communicate effectively with clients. This involves language skills necessary to describe diseases of various animals and discuss treatment options, their benefits and side effects, and cost of treatment with the client. No graduate credit. 2 professional hours. Approved for S/U grading only. Prerequisites: Students should have basic writing, reading, and speaking skills in Spanish. Second year students only.",2 hours.,
VM643,VM,643,Fundamentals of Management,"An introductory course for second year veterinary students that explores the aspects of managing people in a business setting. Compliance, motivation, engagement, persuading, developing, and retaining employees will be covered as well s cross generational issues in the work place. No graduate credit. 1 professional hour. Approved for S/U grading only.",1 hours.,
WLOF201,WLOF,201,Elementary Wolof I,"Introduction to Wolof; emphasizes grammar, pronunciation, reading, and conversation in standard Wolof. Same as AFST 241. Participation in language laboratory required.",5 hours.,
WLOF403,WLOF,403,Intermediate Wolof I,"Survey of more advanced grammar, with emphasis on increasing conversational fluency, composition skills, study of written texts in standard and Dakar Wolof, and discussion of grammatical variations. Same as AFST 443. 4 undergraduate hours. 4 graduate hours. Prerequisite: WLOF 202.",4 hours.,
WLOF405,WLOF,405,Advanced Wolof I,"Third year Wolof with emphasis on conversational fluency and on increased ability in reading and comprehending texts, including newspaper prose and West African cultural materials. Course will also deal with the advanced level grammar found in such texts. Same as AFST 445. 3 undergraduate hours. 3 graduate hours. Prerequisite: WLOF 404 or equivalent.",3 hours.,
WRIT300,WRIT,300,Issues in Tutoring Writing,"Introduction to the work of writing centers, theories of composition, and writing pedagogy through readings, discussion, and observation. Theories of learning, collaborative learning, and the dynamics of the tutoring relationship will be discussed issues of working with specific writers such as English Language Learners will be explored. A relevant issue of interest will become the topic for an extended research paper. As theory is applied to practice, students will write, share their writing with others, and observe and participate in writing tutoring session. Later in the semester students will consult with writers, either with an experienced consultant or alone. Satisfactory completion of all requirements of the class and approval of the Writers Workshop Director will allow students to consult in the Writers Workshop the following semester. Credit is not given for WRIT 203 and WRIT 300. Prerequisite: Consent of instructor.",3 hours.,
WRIT303,WRIT,303,Writing Across Media,Same as INFO 303. See INFO 303.,3 hours.,Advanced Composition course.
YDSH101,YDSH,101,Beginning Yiddish I,Course develops basic conversational and reading skills as well as the essentials of Yiddish grammar.,4 hours.,
YDSH103,YDSH,103,Intermediate Yiddish I,"Continuation of YDSH 102. Develops more advanced conversational, comprehension, reading and writing skills as well as introducing more advanced features of Yiddish grammar. Prerequisite: YDSH 102 or equivalent placement score.",4 hours.,
YDSH220,YDSH,220,Jewish Storytelling,"Course will introduce the great Jewish storytellers such as Nachman of Bratslav, Scholem-Aleichem, and I.B. Singer through readings of Yiddish tales, short stories, poetry, drama and excerpts from novels and autobiographies from the 19th and 20th centuries. In addition, Yiddish films and folklore will be used to exemplify the variety of Jewish cultural expression in Eastern Europe, Russia, and America. Course will also present a sample of critical approaches to Yiddish literature. Taught in English translation. Same as CWL 221, ENGL 223, JS 220, and REL 220.",3 hours.,"Humanities - Lit & Arts, and Cultural Studies - Western course."
ZULU202,ZULU,202,Elementary Zulu II,"Continuation of ZULU 201 with introduction of more advanced grammar; emphasis on more fluency in speaking, reading, and writing simple sentences in standard Zulu. Same as AFST 252. Participation in the language laboratory is required. Prerequisite: ZULU 201.",5 hours.,
AAS100,AAS,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course."
AAS201,AAS,201,US Racial &amp; Ethnic Politics,"Same as AFRO 201, LLS 201, and PS 201. See PS 201.",3 hours.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course."
AAS215,AAS,215,US Citizenship Comparatively,"Examines the racial, gendered, and sexualized aspects of US citizenship historically and comparatively. Interdisciplinary course taught from a humanities perspective. Readings draw from critical legal studies, history, literature, literary criticism, and ethnography. Same as AFRO 215, AIS 295, GWS 215, and LLS 215. Prerequisite: One of: AAS 100, AAS 120, AFRO 100 AIS 101, GWS 250, LLS 100.",3 hours.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course."
AAS258,AAS,258,Muslims in America,"Introduction to the study of Muslims in the United States and broadly the history of Islam in the Americas. Using a comparative approach, we study how the historical narrative of African American and Latino Muslims relates to newer immigrant populations, primarily Arab American and South Asian American Muslim communities. Same as LLS 258 and REL 258.",3 hours.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course."
AAS260,AAS,260,Intro Asian American Theatre,Same as THEA 260. See THEA 260.,3 hours.,Cultural Studies - US Minority course.
AAS265,AAS,265,Politics of Hip Hop,Same as LLS 265. See LLS 265.,3 hours.,Cultural Studies - US Minority course.
AAS281,AAS,281,Constructing Race in America,"Same as AFRO 281, HIST 281, and LLS 281. See HIST 281.",3 hours.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course."
AAS297,AAS,297,Asian Families in America,Same as HDFS 221 and SOCW 297. See SOCW 297.,3 hours.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course."
AAS300,AAS,300,"Theories of Race, Gender, and Sexuality","Explores theories for performing interdisciplinary, intersectional and comparative studies within the field of Asian American studies. Follows multiple genealogies of critical work in ethnic and American studies. Same as GWS 305 and LLS 305.",3 hours.,Advanced Composition course.
AAS310,AAS,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,"Advanced Composition, and Cultural Studies - US Minority course."
AAS355,AAS,355,Race and Mixed Race,Same as LLS 355 and SOC 355. See LLS 355.,3 hours.,
AAS357,AAS,357,Literatures of the Displaced,"Same as AIS 357, ENGL 357, GWS 357, and LLS 357. See LLS 357.",3 hours.,
AAS465,AAS,465,"Race, Sex, and Deviance","Same as AFRO 465, GWS 465, and LLS 465. See LLS 465.",3 OR 4 hours.,
AAS479,AAS,479,"Race, Medicine, and Society",Same as ANTH 479 and LLS 479. See LLS 479.,3 OR 4 hours.,
